,amenities
2289,"['Shampoo', 'Essentials', 'Dishwasher', 'Blender', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Othergasstove', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Toaster', 'Hotwaterkettle', 'Wineglasses', 'Firstaidkit', 'Hotwater', 'TV', 'Bathtub', 'Lockbox', 'Kitchen', 'Hangers', 'Clothingstorage:wardrobeanddresser', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Bodysoap', 'Oven', 'Patioorbalcony', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2290,"['Essentials', 'Dishwasher', 'Minifridge', 'Blender', 'Washer', 'Coffeemaker', 'Outdoordiningarea', 'Cookingbasics', 'Toaster', 'Freezer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'TV', 'Hangers', 'Kitchen', 'Bedlinens', 'Bakingsheet', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Extrapillowsandblankets', 'Oven', 'Clothingstorage', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2291,"['Childrensbooksandtoysforages0-2yearsoldand2-5yearsold', 'Standalonehighchair-alwaysatthelisting', 'Barbecueutensils', 'Essentials', 'Changingtable-alwaysatthelisting', 'Dishwasher', 'Showergel', 'Coffeemaker:espressomachine', 'Babysafetygates', 'Packnplay/Travelcrib', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Outdoorplayground', 'Babybath-alwaysatthelisting', 'Coffee', 'BBQgrill', 'Freeparkingonpremises', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Hotwaterkettle', 'Petsallowed', 'Dryer', 'Iron', 'Inductionstove', 'Wineglasses', 'Beachessentials', 'Freestreetparking', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Bathtub', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Boardgames', 'Crib-alwaysatthelisting', 'Stainlesssteeldoubleoven', 'Bikes', 'Childrensdinnerware', ""Children'splayroom"", 'Diningtable', 'Microwave']"
2292,"['Shampoo', 'Essentials', 'Dishwasher', 'Blender', 'Washer', 'Outdoorfurniture', 'Coffeemaker', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Soundsystem', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Clothingstorage', 'Hostgreetsyou', 'Microwave']"
2293,"['Shampoo', 'Singlelevelhome', 'Essentials', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Coffeemaker', 'Privatepatioorbalcony', 'BBQgrill', 'Smokealarm', 'Refrigerator', 'Wifi', 'Iron', 'Kitchenette', 'Firstaidkit', 'Hotwater', 'Lockbox', 'Bedlinens', 'Hangers', 'Heating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
2294,"['Wifi', 'Washer', 'Heating', 'Iron', 'Shampoo', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Hangers', 'Kitchen', 'Firstaidkit', 'Clothingstorage', 'Bedlinens', 'Dedicatedworkspace', 'Smokealarm']"
2295,"['Gasstove', 'Shampoo', 'Essentials', 'Dishwasher', 'Coffeemaker:espressomachine', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Iron', 'Hotwater', 'TV', 'Lockbox', 'Bedlinens', 'Kitchen', 'Hangers', 'Centralheating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Paidparkinggarageoffpremises', 'Hairdryer', 'Oven', 'Selfcheck-in', 'Cleaningavailableduringstay', 'Hotwaterkettle']"
2296,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Iron', 'Hairdryer', 'Firstaidkit', 'Outdoordiningarea', 'TV', 'Kitchen', 'Smokealarm']"
2297,"['Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Showergel', 'Minifridge', 'Privateentrance', 'FreedryerInunit', 'Dryingrackforclothing', 'Longtermstaysallowed', '30inchHDTVwithstandardcable', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Toaster', 'Wifi', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Kitchenette', 'Firstaidkit', 'Hotwater', 'Lockbox', 'Bedlinens', 'Hangers', 'FreewasherInunit', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'Paidparkinggarageoffpremises', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Privatelivingroom', 'Fireextinguisher', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2298,"['Hammock', 'Essentials', 'Canalview', 'Waterfront', 'AC-splittypeductlesssystem', 'Smartlock', 'Bedlinens', 'Selfcheck-in']"
2299,"['Carbonmonoxidealarm', 'Centralheating', 'Wifi', 'Fireextinguisher', 'Hotwater', 'TV', 'Exteriorsecuritycamerasonproperty', 'Kitchen', 'Smokealarm']"
2300,"['Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Dishwasher', 'Showergel', 'FreedryerInunit', 'Luggagedropoffallowed', 'Buildingstaff', 'Privatepatioorbalcony', 'Crib-availableuponrequest', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Elevator', 'Hotwater', 'Riverview', 'Bedlinens', 'Hangers', 'Kitchen', '36inchTVwithstandardcable', 'FreewasherInunit', 'Heating', 'Dishesandsilverware', 'Paidparkinggarageoffpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Safe', 'Fireextinguisher', 'Clothingstorage', 'AC-splittypeductlesssystem', 'Standalonehighchair-availableuponrequest', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2302,"['Coffeemaker:Nespresso', 'Recordplayer', 'Shampoo', 'Paidstreetparkingoffpremises', 'Dishwasher', 'Showergel', 'Samsungrefrigerator', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Buildingstaff', 'Outdoorfurniture', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Toaster', 'Wifi', 'Hotwaterkettle', 'Inductionstove', 'Wineglasses', 'Conditioner', 'Hotwater', 'TV', 'SonosandotherssoundsystemwithBluetoothandaux', 'Bedlinens', 'Hangers', 'Kitchen', 'Singleoven', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Boardgames', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2303,"['Shampoo', 'Singlelevelhome', 'Essentials', 'Pocketwifi', 'Waterfront', 'Paidparkingoffpremises', 'Showergel', 'Minifridge', 'Cityskylineview', 'Privateentrance', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Coffeemaker', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Soundsystem', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Breakfast', 'Harborview', 'Canalview', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Oven', 'Fireextinguisher', 'Clothingstorage', 'Bikes', 'Selfcheck-in', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2304,"['Essentials', 'Pocketwifi', 'Dishwasher', 'Blender', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffeemaker', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Toaster', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Bedlinens', 'Kitchen', 'Hangers', 'Centralheating', 'Dishesandsilverware', 'Bodysoap', 'Extrapillowsandblankets', 'TVwithNetflix', 'Chromecast', 'Patioorbalcony', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2305,"['Dishwasher', 'Blender', 'Washer', 'Coffee', 'Cookingbasics', 'Dedicatedworkspace', 'Freezer', 'Smokealarm', 'Wifi', 'Iron', 'Firstaidkit', 'TV', 'Bathtub', 'Kitchen', 'Bedlinens', 'Centralheating', 'Dishesandsilverware', 'Room-darkeningshades', 'Freedryer', 'Heating-splittypeductlesssystem', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
2306,"['Dishwasher', 'Showergel', 'Washer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Dryer', 'Iron', 'Firstaidkit', 'Hotwater', 'TV', 'Kitchen', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Oven', 'Fireextinguisher', 'Coffee', 'Microwave']"
2307,"['Keypad', 'Shampoo', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Bidet', 'Privatebackyard', 'Showergel', 'Exteriorsecuritycamerasonproperty', 'Coffeemaker:espressomachine', 'Privateentrance', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Highchair-availableuponrequest', 'Crib-availableuponrequest', 'Petsallowed', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Bathtub', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Boardgames', 'Oven', 'Fireextinguisher', 'Housekeeping-availableatextracost', 'Clothingstorage', 'Laundromatnearby', 'Freedryer', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2308,"['Wifi', 'Washer', 'Luggagedropoffallowed', 'Heating', 'Iron', 'Hairdryer', 'Bodysoap', 'Oven', 'Dishwasher', 'Privatepatioorbalcony', 'Hotwater', 'TV', 'Bathtub', 'Kitchen', 'Privateentrance', 'Dedicatedworkspace', 'Diningtable', 'Refrigerator']"
2309,"['Shampoo', 'Hammock', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Showergel', 'Privateentrance', 'FreedryerInunit', 'Coffeemaker', 'Privatepatioorbalcony', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Refrigerator', 'Wifi', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Lockbox', 'Bedlinens', 'Kitchen', 'Hangers', 'FreewasherInunit', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Oven', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
2310,"['Coffeemaker:Nespresso', 'Essentials', 'Dishwasher', 'Showergel', 'Cityskylineview', 'Outdoorfurniture', 'Privatepatioorbalcony', 'AEGsingleoven', 'BBQgrill', 'Cookingbasics', 'Toaster', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Wineglasses', 'Canalview', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Kitchen', 'Bedlinens', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Fireextinguisher', 'Clothingstorage', 'Laundromatnearby', 'Barbecueutensils', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
2311,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Hairdryer', 'Kitchen', 'Smokealarm']"
2312,"['Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Showergel', 'Minifridge', 'Privateentrance', 'Luggagedropoffallowed', 'Petsallowed', 'Smokealarm', 'Wifi', 'Iron', 'Wineglasses', 'Conditioner', 'Hotwater', 'TV', 'Bedlinens', 'Hangers', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Clothingstorage', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
2313,"['Movietheater', 'Indoorfireplace:gas', 'Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Neveaconditioner', 'Pocketwifi', 'EVcharger', 'Showergel', 'Minifridge', 'Ski-in/Ski-out', 'Privateentrance', 'Smokingallowed', 'FreedryerInunit', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Stainlesssteelgasstove', 'Selfcheck-in', 'Clothingstorage:walk-incloset', 'closet', 'andwardrobe', 'BBQgrill', '120inchHDTVwithDisney+', 'Netflix', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Soundsystem', 'Portableairconditioning', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'SharedbackyardFullyfenced', 'Breakfast', 'Resortaccess', 'Niuwpoolstainlesssteeloven', 'Freestreetparking', 'Firstaidkit', 'Hotwater', 'Gardenview', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Microwave', 'Bakingsheet', 'Sharedgymnearby', 'FreewasherInunit', 'Exerciseequipment', 'Portablefans', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Childrensbooksandtoys', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Paidparkingonpremises', 'Safe', 'Fireextinguisher', 'Laundromatnearby', 'Bikes', 'Childrensdinnerware', 'Diningtable', 'Neveabodysoap']"
2314,"['Shampoo', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Waterfront', 'EVcharger', 'Showergel', 'Privateentrance', 'TVwithstandardcable', 'Packnplay/Travelcrib', 'FreedryerInunit', 'Luggagedropoffallowed', 'Outdoorfurniture', 'Longtermstaysallowed', 'Coffeemaker', 'Privatepatioorbalcony', 'Crib-availableuponrequest', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Toaster', 'Hotwaterkettle', 'Portableairconditioning', 'Iron', 'Wineglasses', 'Resortaccess', 'Canalview', 'Cleaningavailableduringstay', 'Boatslip', 'Firstaidkit', 'Hotwater', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Tablecornerguards', 'FreewasherInunit', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Lakeaccess', 'PrivatebackyardFullyfenced', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Soundsystemwithaux', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2316,"['Gasstove', 'Shampoo', 'Essentials', 'Dishwasher', 'Paidparkingoffpremises', 'Showergel', 'TVwithstandardcable', 'Longtermstaysallowed', 'Coffeemaker', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Iron', 'Hotwater', 'Clothingstorage:closet', 'Bedlinens', 'Hangers', 'Kitchen', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Fireextinguisher', 'Laundromatnearby', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
2317,"['Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Fastwifi90Mbps', 'EVcharger', 'Privateentrance', 'Packnplay/Travelcrib', 'Blender', 'FreedryerInunit', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Coffeemaker', 'Stainlesssteelgasstove', 'Coffee', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Lockonbedroomdoor', 'Refrigerator', 'Toaster', 'Petsallowed', 'Iron', 'Wineglasses', 'Firstaidkit', 'Hotwater', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Portablefans', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Outletcovers', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Privatelivingroom', 'Oven', 'Fireextinguisher', 'Laundromatnearby', '32inchHDTVwithChromecast', 'standardcable', 'Selfcheck-in', 'Outdoorplayground', 'Diningtable', 'Hotwaterkettle']"
2318,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Piano', 'Fireextinguisher', 'TV', 'Kitchen', 'Dedicatedworkspace', 'Smokealarm']"
2319,"['Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Waterfront', 'Privateentrance', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Cookingbasics', 'Toaster', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Wineglasses', 'TVwithNetflix', 'Canalview', 'Hotwater', 'Bathtub', 'Kitchen', 'Bedlinens', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
2320,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Outdoorfurniture', 'Paidparkingonpremises', 'Coffeemaker', 'Backyard', 'Fireextinguisher', 'Firstaidkit', 'Outdoordiningarea', 'TV', 'BBQgrill', 'Kitchen', 'Indoorfireplace', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator']"
2321,"['Shampoo', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Waterfront', 'Showergel', 'Blender', 'FreedryerInunit', 'Dryingrackforclothing', 'Coffeemaker', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Inductionstove', 'Wineglasses', 'Hotwater', 'TV', 'Bathtub', 'Booksandreadingmaterial', 'Bedlinens', 'Indoorfireplace', 'Hangers', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Bodysoap', 'Extrapillowsandblankets', 'Oven', 'Fireextinguisher', 'Heating-splittypeductlesssystem', 'Barbecueutensils', 'Airconditioning', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
2322,"['Gasstove', 'Shampoo', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'EVcharger', 'Showergel', 'Coffeemaker:espressomachine', 'Privateentrance', 'Blender', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Babymonitor-alwaysatthelisting', 'Privatepatioorbalcony', 'Highchair-availableuponrequest', 'Coffee', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Conditioner', 'Childrensbooksandtoysforages2-5yearsoldand5-10yearsold', 'Firstaidkit', 'Hotwater', 'TV', 'Babybath-availableuponrequest', 'Bedlinens', 'Hangers', 'Kitchen', 'Carbonmonoxidealarm', 'Centralheating', 'PrivatebackyardFullyfenced', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Laundromatnearby', ""Children'splayroom"", 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2323,"['Coffeemaker:Nespresso', '65inchHDTVwithNetflix', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Dryingrackforclothing', 'Outdoorfurniture', 'Freewasher', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Hotwaterkettle', 'Inductionstove', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Firstaidkit', 'Hotwater', 'Gardenview', 'Bedlinens', 'Hangers', 'Kitchen', 'Courtyardview', 'Heating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'PrivatebackyardFullyfenced', 'Hairdryer', 'Extrapillowsandblankets', 'Oven', 'Laundromatnearby', 'Bikes', 'Coffee', 'Diningtable', 'Microwave']"
2324,"['Coffeemaker:Nespresso', 'Essentials', 'Dishwasher', 'Blender', 'Dryingrackforclothing', 'Fastwifi611Mbps', 'SonosArcUltraBluetoothsoundsystem', 'Cookingbasics', 'Cleaningproducts', 'Freezer', 'Smokealarm', 'Refrigerator', 'Stove', 'Hotwaterkettle', 'Hotwater', 'Kitchen', 'Bedlinens', 'Microwave', 'FreewasherInunit', 'Centralheating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Boardgames', 'Oven', '55inchHDTVwithAmazonPrimeVideo', 'Netflix', 'Hostgreetsyou', 'Diningtable', 'Aesopbodysoap']"
2325,"['Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Dishwasher', 'EVcharger', 'Showergel', 'Privateentrance', 'TVwithstandardcable', 'Packnplay/Travelcrib', 'Blender', 'Washer', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Dryer', 'Iron', 'Wineglasses', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Bedlinens', 'Hangers', 'Kitchen', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Bodysoap', 'Extrapillowsandblankets', 'Boardgames', 'Oven', 'Parkview', 'Airconditioning', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
2326,"['Essentials', 'Dishwasher', 'Coffeemaker:espressomachine', 'Privatepatioorbalcony', 'Cookingbasics', 'Dedicatedworkspace', 'Freezer', 'Cleaningproducts', 'Smokealarm', 'Wifi', 'Refrigerator', 'Wineglasses', 'Firstaidkit', 'TV', 'Kitchen', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Oven', 'Laundromatnearby', 'Hostgreetsyou', 'Microwave']"
2327,"['28inchHDTVwithAmazonPrimeVideo', 'Disney+', 'Netflix', 'standardcable', 'Shampoo', 'AEGstainlesssteelgasstove', 'Paidstreetparkingoffpremises', 'Essentials', 'Childrensbooksandtoysforages0-2yearsold', '2-5yearsold', 'and5-10yearsold', 'Dishwasher', 'Waterfront', 'Showergel', 'Lakeview', 'PaiddryerInunit', 'Exteriorsecuritycamerasonproperty', 'Coffeemaker:espressomachine', 'Packnplay/Travelcrib', 'Blender', 'Luggagedropoffallowed', 'Longtermstaysallowed', 'Outdoorplayground', 'Paidcrib-availableuponrequest', 'Coffee', 'Outdoordiningarea', 'Petsallowed', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Lockonbedroomdoor', 'Refrigerator', 'Freezer', 'Babysitterrecommendations', 'Hotwaterkettle', 'Toaster', 'Paidparkinggarageonpremises1space', 'Iron', 'Wineglasses', 'Breakfast', 'Freestreetparking', 'Conditioner', 'Firstaidkit', 'Hotwater', 'Sharedpatioorbalcony', 'Bathtub', 'Booksandreadingmaterial', 'Ceilingfan', 'Bedlinens', 'Hangers', 'Clothingstorage:wardrobeanddresser', 'Kitchen', 'Fastwifi431Mbps', 'Tablecornerguards', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Lakeaccess', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Babybath', 'Boardgames', 'Fireextinguisher', 'Oven', 'PaidwasherInunit', 'Breadmaker', 'Sharedbeachaccess', 'Bikes', 'Childrensdinnerware', ""Children'splayroom"", 'Hostgreetsyou', 'Diningtable', 'Microwave']"
